id,i,name_tokens,ingredient_tokens,steps_tokens,techniques,calorie_level,ingredient_ids
834,1915,"[40480, 21601, 12946, 40481]","[[1430, 2738], [6953], [11332], [8780], [3572, 23488], [13249, 7524], [652, 25, 3035, 11959, 10734]]","[40480, 40482, 7087, 481, 1430, 2738, 240, 6953, 488, 11332, 1281, 4309, 488, 1983, 666, 281, 277, 260, 3652, 1738, 2627, 40478, 40482, 9423, 8780, 500, 28058, 40478, 40482, 6018, 617, 2525, 40478, 40482, 12172, 23488, 666, 8780, 240, 2294, 485, 2525, 40478, 40482, 4835, 836, 32882, 504, 11868, 2525, 670, 284, 1571, 1183, 737, 40478, 40482, 6018, 488, 1178, 2107, 40478, 40482, 4846, 13249, 7524, 488, 652, 25, 3035, 11959, 10734, 485, 6847, 488, 9467, 715, 954, 2525, 1073, 862, 16343, 40478, 40482, 2294, 1738, 2627, 485, 6847, 488, 851, 32093, 500, 20483, 246, 1026, 1571, 1000, 33700, 7524, 715, 481, 1495, 6641, 40478, 40482, 4103, 715, 23750, 4413, 5339, 40478, 40481]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,"[3539, 6270, 5319, 840, 4880, 4253, 7946]"
854,62490,"[40480, 10402, 5867, 2854, 8, 1028, 10994, 5867, 40481]","[[5867, 2793, 5089], [6953], [10402, 4698], [17918], [20994, 8361], [15022, 8361], [1301, 11332], [712, 941, 3012], [728, 29471, 484]]","[40480, 40482, 1892, 5867, 5089, 666, 246, 3473, 5075, 3585, 40478, 40482, 35009, 246, 1901, 9082, 498, 6953, 488, 246, 13020, 9082, 498, 10402, 4698, 504, 481, 27150, 240, 3916, 1634, 688, 240, 488, 1357, 507, 670, 6828, 1571, 40478, 40482, 30488, 609, 481, 4698, 556, 2405, 11509, 488, 1072, 481, 27150, 240, 589, 21298, 240, 488, 17918, 666, 246, 4438, 2165, 40478, 40482, 3916, 1634, 481, 4438, 2165, 1073, 589, 21298, 488, 17918, 2454, 589, 27150, 40478, 40482, 3926, 246, 6847, 556, 17869, 6020, 562, 1435, 19527, 488, 2525, 507, 609, 556, 2233, 5609, 40478, 40482, 669, 481, 6847, 544, 6720, 609, 1046, 240, 1072, 481, 27150, 666, 481, 6847, 40478, 40482, 645, 704, 6847, 544, 1393, 1046, 240, 512, 759, 1072, 688, 589, 491, 1098, 40478, 40482, 645, 512, 788, 688, 861, 280, 2460, 240, 507, 535, 668, 481, 770, 7858, 40478, 40482, 861, 1435, 260, 19527, 481, 5089, 670, 288, 283, 292, 1571, 240, 925, 481, 5609, 4385, 40478, 40482, 669, 481, 5867, 10994, 11778, 2507, 240, 921, 688, 551, 498, 481, 6847, 1557, 2405, 11509, 40478, 40482, 500, 8616, 645, 512, 35009, 13249, 7524, 504, 481, 5867, 240, 507, 12008, 1198, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[1281, 6270, 3971, 2683, 2022, 3217, 590, 5168, 5124]"
860,58702,"[40480, 20611, 17002, 40481]","[[17918], [6953], [6444], [15473, 8361], [5940], [17869, 3151, 12486]]","[40480, 40482, 729, 2525, 10906, 485, 44, 10353, 40478, 40482, 29913, 666, 13733, 5024, 17918, 240, 6953, 240, 6444, 488, 15473, 8361, 40478, 40482, 925, 246, 6446, 500, 481, 17918, 7087, 488, 4846, 5940, 40478, 40482, 4846, 3151, 12486, 488, 3226, 22717, 556, 983, 481, 17869, 3151, 12486, 488, 17918, 500, 481, 5940, 1073, 8400, 5811, 40478, 40482, 4846, 5940, 260, 645, 1388, 260, 485, 1983, 240, 488, 7087, 40478, 40482, 1300, 1557, 1874, 7086, 2464, 240, 488, 3916, 1634, 2327, 287, 485, 292, 1323, 40478, 40482, 6981, 17532, 485, 277, 278, 280, 244, 23171, 40478, 40482, 1892, 666, 17002, 40478, 40482, 1082, 504, 15473, 5070, 488, 2507, 500, 10906, 5895, 260, 7877, 1571, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[2683, 6270, 6906, 332, 4717, 7559]"
876,96542,"[40480, 27593, 21680, 580, 40481]","[[27593], [8780], [2507, 6444], [1294, 12404]]","[40480, 40482, 921, 280, 13583, 240, 568, 595, 2022, 27593, 488, 1892, 500, 1444, 240, 674, 4620, 2975, 477, 2903, 40478, 40482, 9423, 246, 1026, 13020, 23028, 8780, 715, 11868, 2525, 40478, 40482, 4846, 280, 260, 281, 13020, 23028, 2507, 6444, 488, 9467, 40478, 40482, 4846, 27593, 40478, 40482, 5539, 1073, 5841, 2107, 488, 3059, 485, 15799, 40478, 40482, 7409, 27593, 488, 3383, 485, 5539, 531, 8947, 6828, 2460, 40478, 40482, 4846, 12404, 485, 3301, 240, 488, 13770, 500, 6847, 246, 1378, 40478, 40482, 3383, 485, 39161, 1144, 2314, 240, 6018, 617, 2525, 488, 4103, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,"[342, 840, 800, 6212]"
885,37178,"[40480, 17577, 12187, 12395, 488, 11007, 40481]","[[8108, 11007], [6953, 12395], [1454, 19414], [20003], [4544, 17577, 17881], [1294, 2507, 6444], [592, 5552, 23488], [25845, 8111, 11332], [796, 964], [11468, 1353]]","[40480, 40482, 729, 2525, 10906, 485, 29848, 9378, 40478, 40482, 1082, 11007, 500, 246, 1719, 16201, 5082, 522, 1366, 744, 5468, 26855, 40478, 40482, 1892, 481, 17, 686, 811, 481, 6953, 12395, 500, 566, 2399, 1970, 246, 277, 278, 280, 3652, 498, 4739, 5311, 40478, 40482, 13884, 40478, 40482, 1892, 5040, 6953, 12395, 666, 14122, 670, 277, 277, 278, 280, 272, 281, 278, 282, 272, 281, 278, 292, 3652, 40478, 40482, 5373, 607, 17, 686, 488, 14122, 500, 246, 1719, 4835, 39587, 562, 284, 1571, 485, 6018, 803, 498, 481, 6953, 40478, 40482, 9933, 488, 21662, 862, 1236, 1705, 1829, 1353, 40478, 40482, 4846, 6953, 12395, 14122, 488, 589, 5040, 16126, 240, 2303, 17, 686, 240, 485, 16201, 5082, 488, 7087, 862, 485, 23667, 40478, 40482, 1955, 12395, 17, 686, 504, 1495, 240, 2454, 3689, 488, 19007, 281, 1808, 40478, 40482, 6018, 17, 686, 240, 8476, 488, 3423, 485, 19007, 281, 260, 284, 1808, 1872, 240, 1073, 11007, 640, 4941, 488, 5379, 980, 694, 11197, 485, 246, 2377, 10734, 40478, 40482, 2457, 6641, 2167, 1009, 1026, 1808, 498, 15473, 488, 4846, 8947, 11468, 1353, 240, 645, 3638, 240, 485, 7154, 3307, 40478, 40481]","[1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,"[4907, 6278, 7770, 4053, 5766, 2045, 2148, 1119, 1563, 673]"
897,88604,"[40480, 12432, 32882, 40481]","[[11434], [27952, 29471, 484, 7087], [2056, 955, 2763], [21453]]","[40480, 40482, 7087, 1430, 11434, 240, 27952, 29471, 484, 7087, 240, 2056, 955, 2763, 240, 19657, 17163, 21453, 40478, 40482, 3852, 666, 1738, 2627, 488, 13444, 40478, 40482, 4103, 556, 31843, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,"[422, 6373, 3418, 5010]"
902,81659,"[40480, 6239, 3247, 15022, 22193, 5825, 40481]","[[8780], [15022], [3699, 22193], [13249, 7524], [11332], [734, 5612], [24215, 5339, 5825]]","[40480, 40482, 1082, 8780, 488, 15022, 500, 246, 5024, 40478, 40482, 2454, 488, 5539, 504, 1583, 7379, 260, 11421, 2460, 485, 9423, 40478, 40482, 4846, 19104, 240, 13249, 7524, 488, 11332, 485, 3301, 240, 20941, 862, 40478, 40482, 2454, 488, 5539, 504, 1583, 284, 1571, 240, 9822, 1098, 40478, 40482, 1892, 246, 2808, 8654, 617, 481, 1495, 498, 1183, 3612, 488, 13884, 40478, 40482, 2140, 551, 481, 2022, 32327, 8077, 488, 1529, 557, 31950, 17169, 500, 1007, 5465, 40478, 40482, 9467, 481, 734, 5612, 666, 481, 22193, 9019, 240, 13733, 862, 40478, 40482, 9082, 481, 9019, 666, 1183, 3612, 488, 9502, 481, 12917, 40478, 40482, 9154, 504, 246, 3505, 4346, 556, 6349, 3168, 2405, 488, 2525, 504, 1583, 6828, 260, 15936, 2460, 485, 2525, 822, 40478, 40481]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,"[840, 3184, 892, 4253, 5319, 5185, 1991]"
916,104686,"[40480, 10251, 252, 2786, 25816, 5409, 40481]","[[6812], [6444], [5940], [17918], [6953], [15473, 8361], [17869, 6020]]","[40480, 40482, 2523, 6812, 488, 6444, 1281, 488, 674, 4846, 481, 5940, 1547, 2383, 2523, 40478, 40482, 4846, 481, 2832, 16126, 488, 2523, 1073, 3866, 488, 14965, 40478, 40482, 8240, 22306, 666, 246, 25816, 488, 491, 481, 1164, 720, 240, 1529, 704, 2147, 485, 14301, 481, 3008, 40478, 40482, 500, 246, 1719, 3517, 4230, 5082, 240, 4846, 280, 4550, 498, 6020, 485, 481, 2695, 40478, 40482, 669, 481, 6020, 8062, 1845, 240, 1462, 704, 828, 715, 481, 5082, 488, 1547, 4390, 704, 2147, 620, 481, 22306, 759, 1759, 6913, 40478, 40482, 1462, 481, 25816, 785, 485, 925, 13648, 40478, 40482, 2507, 504, 1109, 2000, 2383, 674, 2198, 6018, 488, 9933, 5440, 862, 40478, 40482, 1495, 556, 2507, 6444, 240, 522, 4017, 240, 522, 15341, 6444, 240, 522, 23618, 6444, 557, 246, 31757, 40478, 40482, 580, 3140, 488, 587, 595, 727, 3343, 267, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[2499, 6906, 4717, 2683, 6270, 332, 7557]"
930,54791,"[40480, 547, 3898, 12187, 11007, 40481]","[[9689], [1121, 14719], [21453], [12395, 488, 11007, 500, 16954, 10734], [2507, 6444], [1660, 37791], [652, 25, 3035, 11959, 10734], [3572, 23488]]","[40480, 40482, 5539, 9689, 5802, 9238, 40478, 40482, 6018, 9689, 240, 492, 6255, 670, 281, 3, 21, 3696, 1121, 14719, 500, 28058, 40478, 40482, 9933, 488, 18777, 9689, 40478, 40482, 1233, 2913, 40478, 40482, 5539, 17163, 21453, 500, 9072, 1121, 14719, 5802, 4941, 40478, 40482, 9467, 500, 867, 8870, 12395, 488, 11007, 500, 16954, 10734, 240, 2507, 6444, 240, 1660, 37791, 240, 652, 25, 3035, 11959, 10734, 240, 488, 3572, 23488, 40478, 40482, 1300, 666, 246, 277, 277, 278, 280, 660, 2212, 26855, 40478, 40482, 19007, 240, 14917, 240, 500, 246, 43, 8393, 6937, 10906, 562, 277, 277, 278, 280, 485, 277, 281, 278, 282, 1808, 240, 522, 5539, 500, 481, 15963, 10906, 504, 3569, 562, 5895, 485, 6642, 1571, 40478, 40482, 9467, 277, 278, 280, 638, 822, 6913, 720, 240, 1495, 556, 9689, 40478, 40482, 851, 1229, 246, 1026, 1571, 781, 6255, 40478, 40482, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 5935, 263, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[298, 2396, 5010, 5564, 800, 1111, 7946, 4880]"
931,59788,"[40480, 14157, 40084, 5867, 4479, 22222, 3215, 40481]","[[5867, 4479], [17869, 6020], [8780], [5541, 4183], [15022], [978, 1039, 7342, 15103], [978, 3204], [5867, 6382], [4564, 17, 686], [2832, 23488], [10848]]","[40480, 40482, 1072, 5867, 4479, 500, 246, 15460, 2165, 40478, 40482, 500, 246, 4835, 39587, 240, 2525, 6020, 488, 8780, 40478, 40482, 4846, 5541, 4183, 488, 15022, 240, 5539, 715, 11868, 2525, 562, 284, 1571, 522, 1073, 8170, 40478, 40482, 4846, 15103, 240, 3204, 240, 6382, 240, 4564, 17, 686, 240, 23488, 488, 10848, 40478, 40482, 2525, 1073, 481, 15103, 980, 668, 6737, 40478, 40482, 6018, 617, 2525, 488, 2548, 485, 29102, 40478, 40482, 8240, 831, 478, 4481, 715, 5867, 240, 1343, 2165, 488, 8658, 746, 562, 491, 1423, 281, 1808, 40478, 40482, 9933, 831, 478, 4481, 666, 246, 4835, 39587, 488, 2030, 485, 246, 14057, 40478, 40482, 18115, 2525, 488, 32093, 284, 1571, 40478, 40482, 1529, 557, 246, 829, 1678, 10734, 2167, 14157, 827, 484, 40478, 40482, 1300, 481, 19276, 485, 11868, 2525, 40478, 40482, 1072, 5867, 4479, 504, 481, 16818, 240, 1563, 737, 609, 240, 488, 13444, 562, 7379, 1571, 40478, 40482, 4233, 6641, 556, 831, 478, 4481, 40478, 40482, 1300, 4479, 488, 5539, 1007, 5895, 260, 7379, 1571, 522, 1073, 246, 5089, 35357, 13908, 500, 481, 36948, 1250, 7491, 31736, 250, 40478, 40482, 4233, 6641, 556, 831, 478, 4481, 40478, 40481]","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[1306, 7557, 840, 6426, 3184, 5940, 6007, 1297, 5068, 2430, 3248]"
932,72185,"[40480, 547, 1631, 252, 13995, 9540, 40481]","[[1454, 10837], [978, 11332], [2056, 11332], [8878, 21453], [6812], [25818, 29428], [14193, 923, 1561, 1061, 494, 813, 2141], [592, 3370, 813, 2141, 23488], [1338, 21172, 5465], [6953, 488, 11332]]","[40480, 40482, 14057, 10837, 488, 1892, 666, 22118, 240, 2548, 40478, 40482, 1892, 481, 11488, 488, 6812, 609, 485, 1782, 3338, 512, 6469, 40478, 40482, 23667, 37749, 556, 10837, 488, 8263, 40478, 40482, 4846, 33112, 240, 23488, 240, 1338, 21172, 5465, 240, 6953, 488, 11332, 485, 3301, 40478, 40482, 9467, 40478, 40482, 1198, 861, 507, 980, 720, 485, 244, 1683, 244, 40478, 40481]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,"[7779, 5974, 3440, 6720, 2499, 2001, 4623, 2150, 3758, 6276]"
938,17425,"[40480, 783, 10837, 500, 15022, 8780, 40481]","[[8780], [15022], [10837], [6953, 296, 11332]]","[40480, 40482, 9467, 1281, 8780, 488, 15022, 40478, 40482, 9154, 1444, 498, 481, 10837, 500, 40478, 40482, 2433, 8556, 504, 4170, 498, 3905, 260, 23171, 2262, 260, 4648, 14653, 40478, 40482, 12039, 10837, 13241, 556, 1444, 498, 481, 8780, 9019, 40478, 40482, 7033, 556, 6953, 488, 11332, 40478, 40482, 8422, 7720, 15765, 40478, 40482, 7035, 556, 5040, 10837, 40478, 40482, 14259, 3243, 504, 1845, 18642, 522, 504, 13444, 491, 1583, 4094, 562, 11083, 260, 11421, 1571, 522, 1073, 4941, 240, 1927, 17553, 6641, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[840, 3184, 5648, 6273]"
953,95896,"[40480, 14157, 40084, 12038, 504, 246, 12694, 40481]","[[21453], [2056, 11332], [563, 2654, 5581, 30878, 7524], [12038], [16954, 16064], [1353], [592, 5552, 260, 4530, 23488], [15022, 8361], [1657, 13569, 7478, 5825]]","[40480, 40482, 2525, 30878, 7524, 500, 19527, 6847, 715, 11868, 2525, 40478, 40482, 4846, 17163, 21453, 488, 2056, 11332, 488, 5539, 715, 11868, 2525, 1073, 21453, 544, 8170, 40478, 40482, 1300, 2525, 609, 485, 11868, 260, 1583, 488, 4846, 1430, 12038, 40478, 40482, 5539, 1073, 12038, 544, 1092, 2507, 40478, 40482, 500, 11868, 5024, 240, 7087, 16954, 16064, 240, 1353, 240, 23488, 488, 15022, 8361, 40478, 40482, 4846, 485, 12038, 488, 32093, 6828, 1571, 40478, 40482, 4103, 504, 1657, 260, 13569, 5825, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[5010, 3440, 7432, 7295, 7229, 7655, 4880, 3217, 7845]"
956,9297,"[40480, 1189, 835, 14762, 7056, 40481]","[[17918], [15473, 8361], [6953], [6444], [8780], [8441, 1454], [23982], [15341], [21447, 7869], [8441, 23748, 742], [2262, 4914]]","[40480, 40482, 19093, 271, 23667, 17918, 240, 15473, 8361, 240, 6953, 488, 6444, 500, 246, 5024, 40478, 40482, 1892, 500, 8780, 1073, 9019, 32630, 17195, 17169, 40478, 40482, 6981, 13241, 504, 2000, 488, 2695, 498, 246, 5895, 244, 7056, 6847, 40478, 40482, 4233, 2695, 498, 19093, 556, 7904, 8441, 1454, 488, 5463, 1000, 512, 4658, 481, 4858, 40478, 40482, 11823, 562, 4858, 271, 15258, 240, 1110, 527, 488, 4741, 23982, 40478, 40482, 9154, 1892, 737, 609, 500, 19093, 40478, 40482, 23667, 6444, 488, 21298, 488, 35009, 13241, 715, 6647, 40478, 40482, 19007, 491, 44, 12354, 250, 562, 7648, 1571, 40478, 40482, 12172, 8441, 23748, 742, 556, 4914, 40478, 40482, 8240, 715, 6647, 240, 2773, 803, 498, 481, 9019, 1612, 666, 481, 2732, 498, 481, 23982, 40478, 40482, 3423, 15473, 1073, 4858, 544, 1233, 240, 670, 6828, 1571, 40478, 40482, 2548, 491, 1423, 277, 2088, 781, 6255, 40478, 40482, 488, 645, 512, 640, 538, 7893, 27708, 4103, 12158, 556, 15000, 755, 4914, 40478, 40481]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[2683, 332, 6270, 6906, 840, 2509, 5229, 1511, 4964, 2512, 3668]"
958,15957,"[40480, 4564, 24801, 40481]","[[8780], [6444], [6812], [17918], [15473, 8361], [4564, 240, 36, 965, 498]]","[40480, 40482, 729, 2525, 10906, 485, 43, 28852, 250, 40478, 40482, 4914, 8780, 488, 6444, 1281, 1073, 12924, 40478, 40482, 4846, 6812, 488, 36, 965, 40478, 40482, 29913, 17918, 488, 15473, 8361, 1281, 488, 4846, 6800, 10194, 485, 481, 6444, 278, 8780, 9019, 556, 481, 4564, 7524, 40478, 40482, 19007, 500, 19633, 27086, 4346, 556, 23534, 4273, 562, 5895, 260, 6642, 1571, 522, 1073, 600, 2345, 1256, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,"[840, 6906, 2499, 2683, 332, 5095]"
962,122268,"[40480, 499, 8730, 16954, 9540, 556, 629, 2338, 488, 30142, 40481]","[[499, 8730, 15657], [629, 2338, 6821], [3137, 734, 5612], [3137, 18594], [19811], [9080, 10444, 6020], [2056, 30142], [13249, 7524], [6953, 488, 11332]]","[40480, 40482, 5539, 499, 8730, 5175, 485, 7720, 562, 679, 1666, 836, 40478, 40482, 9933, 488, 21662, 556, 1705, 1353, 40478, 40482, 1098, 499, 8730, 980, 16000, 240, 500, 6255, 5024, 7087, 499, 8730, 240, 30142, 240, 629, 2338, 240, 734, 5612, 240, 18594, 240, 488, 16954, 40478, 40482, 500, 1220, 5024, 240, 29369, 1281, 6020, 488, 13249, 7524, 40478, 40482, 7087, 666, 9540, 40478, 40482, 6953, 488, 11332, 485, 3301, 40478, 40482, 8658, 746, 488, 5463, 781, 6255, 40478, 40482, 645, 512, 1529, 6167, 18594, 240, 580, 881, 485, 1529, 4065, 40478, 40482, 10956, 271, 287, 557, 246, 737, 5465, 40478, 40482, 1359, 1424, 557, 246, 2921, 5465, 562, 3311, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1,"[5122, 2591, 2856, 2794, 7213, 5006, 3437, 4253, 6276]"
965,155950,"[40480, 22408, 9319, 9540, 6089, 40481]","[[15022], [978, 3204, 26285], [6953], [1301, 11332], [25845, 8111], [10444, 6020], [480, 1277, 1725, 2226, 3531]]","[40480, 40482, 485, 925, 6089, 240, 1082, 481, 15022, 240, 26285, 240, 6953, 240, 1301, 11332, 488, 25845, 8111, 500, 246, 37588, 522, 2044, 37453, 9909, 556, 246, 2817, 3623, 40478, 40482, 19307, 1073, 16343, 40478, 40482, 7483, 485, 19307, 240, 8297, 4846, 481, 6020, 240, 2869, 702, 2869, 491, 929, 240, 674, 500, 246, 24186, 3676, 4642, 40478, 40482, 481, 6089, 812, 39161, 1144, 40478, 40482, 7483, 485, 19307, 240, 4846, 481, 480, 1277, 32238, 522, 480, 1277, 1725, 16064, 40478, 40482, 3301, 488, 4846, 725, 6953, 240, 645, 1388, 40478, 40482, 481, 6089, 759, 580, 1252, 770, 841, 522, 1809, 488, 999, 491, 844, 7858, 40478, 40482, 645, 1457, 481, 6089, 725, 815, 277, 850, 2339, 240, 2454, 488, 8658, 746, 40478, 40481]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2,"[3184, 6009, 6270, 590, 1118, 5006, 125]"
970,63178,"[40480, 734, 744, 3707, 734, 5612, 10837, 40481]","[[15473, 10837], [3137, 734, 744, 3707, 6821], [589, 260, 4001, 17918], [6167, 734, 5612], [6953], [11332], [8780]]","[40480, 40482, 729, 2525, 10906, 485, 43, 8393, 9378, 40478, 40482, 15258, 10837, 488, 3059, 491, 566, 872, 240, 8654, 666, 15152, 566, 3652, 15786, 40478, 40482, 9423, 8780, 500, 246, 1846, 15473, 5465, 40478, 40482, 23667, 6821, 240, 17918, 240, 6953, 488, 11332, 666, 3385, 4904, 263, 4438, 2165, 40478, 40482, 1072, 10837, 666, 2165, 488, 3033, 485, 3135, 40478, 40482, 1072, 11364, 10837, 666, 3572, 15473, 5465, 488, 19007, 6828, 1571, 40478, 40482, 1300, 10837, 715, 488, 19007, 562, 531, 8947, 7379, 485, 10353, 1571, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[331, 2855, 63, 2324, 6270, 5319, 840]"
